id,name,host_id,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,availability_365,bedrooms,bathrooms,review_scores_rating,accommodates,reviews_per_month,host_since,price_per_bedroom,price_per_bathroom,price_per_person,host_experience_years,experienced_host,luxury_flag
1097094337212309432,Bungalow Next to Bernal Heights!,563417806,Bernal Heights,Entire home/apt,206.0,2,9,52,1.0,1.0,4.89,3,0.59,2024-02-22,206.0,206.0,68.66666666666667,1.378082191780822,False,False
1097140131001896070,Hayes Valley Victorian Courtyard Room,2513762,Western Addition,Private room,78.0,30,0,100,1.0,1.0,,2,0.0,2012-05-31,78.0,78.0,39.0,13.115068493150686,True,False
1097182697647840153,Efficient and Comfortable Downtown Hotel Room,542041520,Downtown/Civic Center,Private room,236.0,3,3,365,1.0,1.0,3.67,2,0.66,2023-10-16,236.0,236.0,118.0,1.7315068493150685,False,False
1097302516472687220,Cozy Room & Convenient Location,115436361,Potrero Hill,Private room,151.0,2,8,38,1.0,1.0,5.0,1,0.53,2017-02-08,151.0,151.0,151.0,8.419178082191781,True,False
1097880053257234800,Comfy Hotel Room in the Heart of Downtown,542041520,Nob Hill,Private room,236.0,3,0,365,1.0,1.0,,2,0.0,2023-10-16,236.0,236.0,118.0,1.7315068493150685,False,False
1098041176192705087,"Convenient place S.Market ,Transp.near by, 9C3",9219277,Parkside,Private room,58.0,30,3,180,1.0,1.0,4.33,2,0.23,2013-10-04,58.0,58.0,29.0,11.76986301369863,True,False
1098099839314871417,SF Stay in Comfort,33508000,Nob Hill,Entire home/apt,250.0,3,0,137,1.0,1.0,,4,0.0,2015-05-16,250.0,250.0,62.5,10.156164383561643,True,False
1100036338126324070,Elegant Victorian style with evening wine,545628703,Haight Ashbury,Private room,240.0,1,4,92,1.0,1.0,5.0,2,0.28,2023-11-08,240.0,240.0,120.0,1.6684931506849314,False,False
1101581865971720564,"4th July, Marriott San Francisco",276650338,North Beach,Private room,335.0,3,1,3,1.0,1.0,5.0,4,0.11,2019-07-16,335.0,335.0,83.75,5.986301369863014,True,False
1101585464609805674,Spacious and charming 1bd apartment on Ocean Beach,2880714,Outer Sunset,Entire home/apt,194.0,3,58,312,1.0,1.0,4.9,2,4.44,2012-07-09,194.0,194.0,97.0,13.008219178082191,True,False
1101729872850786639,San Francisco Apt/Ocean Beach,30414920,Outer Richmond,Entire home/apt,220.0,30,1,330,1.0,1.0,5.0,2,0.09,2015-04-01,220.0,220.0,110.0,10.27945205479452,True,False
1102159096730536221,Fully Furnished Rooms Central North Beach,351395739,Chinatown,Private room,43.0,30,4,308,1.0,2.0,3.75,1,0.38,2020-06-22,43.0,21.5,43.0,5.049315068493151,True,False
1102213303929744573,Book-filled Writer’s Alcove in the lobby,562404928,Downtown/Civic Center,Private room,147.0,1,57,110,1.0,1.0,4.79,2,3.95,2024-02-16,147.0,147.0,73.5,1.3945205479452054,False,False
1103827392818395394,Remodeled Pr Lakeside Suite-Urban Nature Galore,564741947,Lakeshore,Entire home/apt,153.0,2,13,225,1.0,1.0,4.85,2,0.96,2024-03-01,153.0,153.0,76.5,1.356164383561644,False,False
1105123788805389301,Charming Historic House with   Roofdeck Views,376574507,North Beach,Entire home/apt,403.0,2,9,303,3.0,1.0,4.67,6,0.7,2020-11-22,134.33333333333334,403.0,67.16666666666667,4.63013698630137,True,False
1105174619061055529,Lux Suite/Ocean & Park views,34963239,Outer Richmond,Entire home/apt,137.0,2,53,38,1.0,1.0,4.89,2,3.46,2015-06-04,137.0,137.0,68.5,10.104109589041096,True,False
1105899295088668727,"Elegant 1BR at The Ritz-Carlton, San Francisco",548434802,Financial District,Entire home/apt,728.0,3,0,269,1.0,1.0,,4,0.0,2023-11-27,728.0,728.0,182.0,1.6164383561643836,False,True
1105908828823516274,"Luxury 2BR Getaway at The Ritz-Carlton, SFO",548434802,Financial District,Entire home/apt,932.0,3,1,265,2.0,2.0,5.0,6,0.07,2023-11-27,466.0,466.0,155.33333333333334,1.6164383561643836,False,True
1106894077323656368,Private room close to Muni,82999389,Bayview,Private room,40.0,30,0,71,1.0,1.5,,1,0.0,2016-07-11,40.0,26.666666666666668,40.0,9.0,True,False
1107384550871979597,"Quiet Urban Oasis w/ Private Entrance, Backyard",497441396,Presidio Heights,Entire home/apt,200.0,2,34,300,1.0,1.0,4.88,4,2.25,2023-01-22,200.0,200.0,50.0,2.463013698630137,False,False
1107389591801685262,Luxurious 4BD/2BA Haven in Noe Valley!,450802168,Bernal Heights,Entire home/apt,299.0,30,0,309,4.0,2.0,,10,0.0,2022-03-22,74.75,149.5,29.9,3.3013698630136985,True,False
1107441178250348939,Cozy house with own bath.near Golden Gate PK 5A2,9219277,Outer Sunset,Private room,56.0,30,5,202,1.0,1.0,4.8,2,0.47,2013-10-04,56.0,56.0,28.0,11.76986301369863,True,False
1107519829271170443,Ocean Beach Oasis - 5 min walk to beach!,44551764,Outer Sunset,Entire home/apt,126.0,1,0,83,2.0,1.0,,3,0.0,2015-09-19,63.0,126.0,42.0,9.810958904109588,True,False
1110188395413595518,Private Room #14 in Tech Co-living,469712552,Mission,Private room,131.0,7,0,14,1.0,3.0,,1,0.0,2022-07-15,131.0,43.666666666666664,131.0,2.9863013698630136,False,False
1110278082904116293,NOPA Home with beautiful view,450765852,Haight Ashbury,Entire home/apt,495.0,30,1,163,5.0,2.0,5.0,10,0.12,2022-03-22,99.0,247.5,49.5,3.3013698630136985,True,False
1110353824958650843,Yellow Room · Victorian Home · Mission/Castro/Noe,46107941,Mission,Private room,100.0,3,27,87,1.0,1.5,4.85,2,2.24,2015-10-08,100.0,66.66666666666667,50.0,9.758904109589041,True,False
1110985533701736598,"Bright 2Bd Ocean Views. Near GGP, Lands End, Beach",480008999,Outer Richmond,Entire home/apt,334.0,3,24,50,2.0,1.0,5.0,4,1.71,2022-09-18,167.0,334.0,83.5,2.808219178082192,False,False
1110988376733969410,Garden Apartment in Cow Hollow,190781435,Marina,Entire home/apt,248.0,30,3,145,2.0,1.0,5.0,4,0.28,2018-05-21,124.0,248.0,62.0,7.13972602739726,True,False
1111477772896312796,"1 BR w A/C, rooftop deck, parking avail - SF Life",1257432,Mission,Entire home/apt,175.0,30,3,177,1.0,1.0,5.0,2,0.23,2011-10-06,175.0,175.0,87.5,13.767123287671232,True,False
1112675791440182285,Modern Home with Scenic Views in Mission Dolores,249232,Castro/Upper Market,Entire home/apt,493.0,2,37,27,2.0,2.5,5.0,4,3.1,2010-09-30,246.5,197.2,123.25,14.783561643835617,True,False
1113078380114093137,City By The Bay Journey| Museums. Library,566895267,Nob Hill,Private room,136.0,1,11,318,1.0,1.0,4.73,2,0.88,2024-03-13,136.0,136.0,68.0,1.3232876712328767,False,False
1113081474215600096,Stylish Stay | Cable Cars Tours. Restaurant,566895267,Chinatown,Private room,164.0,1,24,344,1.0,1.0,4.63,4,1.82,2024-03-13,164.0,164.0,41.0,1.3232876712328767,False,False
1113813784114484469,Holiday By the Bay  Marina SF,567386118,Marina,Entire home/apt,305.0,3,38,92,2.0,1.0,4.95,4,3.03,2024-03-16,152.5,305.0,76.25,1.3150684931506849,False,False
1114803015673249055,"Cozy room close S.F state,S.Town",556570328,Ocean View,Private room,54.0,2,15,13,1.0,1.0,4.2,2,0.99,2024-01-14,54.0,54.0,27.0,1.484931506849315,False,False
1115308140131907787,"Brand-new & Modern Private Flat, Close to Transit",567750942,Parkside,Entire home/apt,193.0,2,53,64,1.0,1.0,4.94,2,3.84,2024-03-18,193.0,193.0,96.5,1.3095890410958904,False,False
1115570481117389967,New remodel 1b1b sunset area suite near beach GGP,567819932,Outer Sunset,Private room,88.0,1,48,151,1.0,1.0,4.94,2,3.53,2024-03-19,88.0,88.0,44.0,1.3068493150684932,False,False
1116267962756053876,Dogpatch Digs Guest Suite,1498483,Potrero Hill,Entire home/apt,195.0,2,31,290,1.0,1.0,5.0,2,3.1,2011-12-12,195.0,195.0,97.5,13.583561643835617,True,False
1116773805926151337,San Francisco Home ~ 1 Mi to Golden Gate Park!,126644773,Outer Sunset,Entire home/apt,208.0,2,32,286,3.0,1.0,4.59,8,2.18,2017-04-19,69.33333333333333,208.0,26.0,8.227397260273973,True,False
1116812632361845785,Spot-on location for classic San Fran must-do’s,548734086,Downtown/Civic Center,Private room,110.0,1,475,114,1.0,1.0,4.7,2,31.95,2023-11-29,110.0,110.0,55.0,1.610958904109589,False,False
1116820822598935429,Cozy residential vibe near the biggies,548744257,Downtown/Civic Center,Private room,189.0,1,0,111,1.0,1.0,,2,0.0,2023-11-29,189.0,189.0,94.5,1.610958904109589,False,False
1117627691106166233,"Spacious 3 Bedroom w Rooftop Deck, A/C, work desks",1257432,Mission,Entire home/apt,344.0,30,1,139,3.0,2.0,5.0,4,0.11,2011-10-06,114.66666666666667,172.0,86.0,13.767123287671232,True,False
1117815183037731275,"Modern Coastal Simplicity-Walk to Beach, Park",568338509,Outer Sunset,Entire home/apt,253.0,2,60,130,2.0,1.0,4.95,4,4.11,2024-03-22,126.5,253.0,63.25,1.2986301369863014,False,False
1118035104898731637,Methodist loft-style Condo,568378303,Downtown/Civic Center,Entire home/apt,115.0,30,0,323,1.0,1.0,,3,0.0,2024-03-22,115.0,115.0,38.333333333333336,1.2986301369863014,False,False
1119829271309237341,Spacious House in Center of SF,6911265,Inner Richmond,Entire home/apt,276.0,2,11,243,3.0,2.0,4.64,6,0.9,2013-06-14,92.0,138.0,46.0,12.076712328767123,True,False
1120297211167639367,Sunny City View Home With Deck,10695588,Castro/Upper Market,Entire home/apt,240.0,30,4,223,1.0,1.0,5.0,2,0.33,2013-12-18,240.0,240.0,120.0,11.564383561643835,True,False
1120373765815660292,1 Bed 1 Bath Flat at M1875,445697747,Mission,Entire home/apt,325.0,30,0,322,1.0,1.0,,2,0.0,2022-02-18,325.0,325.0,162.5,3.389041095890411,True,False
1120966016205538943,Rooms with Private Bathrooms,351395739,Downtown/Civic Center,Private room,61.0,30,2,221,1.0,1.0,4.5,2,0.17,2020-06-22,61.0,61.0,30.5,5.049315068493151,True,False
1121053426626307188,Charming & Private One Bedroom Ensuite,6672380,Inner Richmond,Entire home/apt,188.0,3,41,231,1.0,1.0,5.0,2,2.76,2013-05-31,188.0,188.0,94.0,12.115068493150686,True,False
1121255414168186318,Parkside Chic: Urban Comfort,569143076,Parkside,Entire home/apt,415.0,2,66,65,3.0,1.5,4.98,6,4.94,2024-03-26,138.33333333333334,276.6666666666667,69.16666666666667,1.2876712328767124,False,False
1121359006172499310,Newly Renovated 3 BR/2BA Victorian House,49677849,Western Addition,Entire home/apt,603.0,2,22,45,3.0,2.0,5.0,6,1.79,2015-11-23,201.0,301.5,100.5,9.632876712328768,True,True
1121731358294301529,Canterbury 1 Bedroom,566522807,Downtown/Civic Center,Entire home/apt,350.0,2,0,4,1.0,1.0,,2,0.0,2024-03-11,350.0,350.0,175.0,1.3287671232876712,False,False
1121792663962484194,Bohemian Oasis: Lower Haight Haven near Alamo Sq,2060012,Western Addition,Private room,68.0,30,1,314,1.0,1.0,5.0,1,0.16,2012-04-03,68.0,68.0,68.0,13.273972602739725,True,False
1122099274643374155,(FREE EV. Charger) Beautiful Home 4 Bd. 2 Ba. SF.,45304862,Outer Sunset,Entire home/apt,522.0,3,11,342,4.0,2.0,5.0,7,1.26,2015-09-28,130.5,261.0,74.57142857142857,9.786301369863013,True,True
1122801715603413814,Historic Horse Stable with Modern Updates,5977527,Bernal Heights,Entire home/apt,503.0,30,20,58,4.0,3.0,4.95,8,1.5,2013-04-17,125.75,167.66666666666666,62.875,12.235616438356164,True,True
1123402670568038006,Reno’d 1908 gem with courtyard & outdoor pool,545779324,Downtown/Civic Center,Private room,152.0,1,8,109,1.0,1.0,4.38,2,0.6,2023-11-09,152.0,152.0,76.0,1.6657534246575343,False,False
1124869534527301139,All the essentials plus free parking(!),563575031,Nob Hill,Private room,135.0,1,9,14,1.0,1.0,4.22,2,0.77,2024-02-23,135.0,135.0,67.5,1.3753424657534246,False,False
1126021462324841333,Top of SF  Home with Panoramic Views,32585432,Twin Peaks,Entire home/apt,604.0,3,22,112,2.0,2.0,5.0,8,1.66,2015-05-04,302.0,302.0,75.5,10.189041095890412,True,True
1126077092375338850,Vibrant Suite with Stunning Views of SF,32585432,Twin Peaks,Private room,256.0,3,1,116,1.0,1.0,5.0,3,0.07,2015-05-04,256.0,256.0,85.33333333333333,10.189041095890412,True,False
1126080766377934819,Spacious Suite with Terrace & Panoramic View of SF,32585432,Twin Peaks,Private room,270.0,3,2,116,1.0,1.0,5.0,3,0.9,2015-05-04,270.0,270.0,90.0,10.189041095890412,True,False
1127004292751706438,Luxury Studio - Downtown SF,59384912,Downtown/Civic Center,Entire home/apt,300.0,30,1,269,1.0,1.0,5.0,2,0.16,2016-02-18,300.0,300.0,150.0,9.394520547945206,True,False
1128232550240996953,Master Suite + Private Bath + Rooftop Oasis,2060012,Mission,Private room,103.0,30,2,132,1.0,1.0,5.0,2,0.15,2012-04-03,103.0,103.0,51.5,13.273972602739725,True,False
1128409794397871465,"Jacuzzi Getaway, Beach, Lake, Shopping w/view",466597253,Ocean View,Entire home/apt,126.0,1,55,261,1.0,1.0,4.69,3,4.03,2022-06-28,126.0,126.0,42.0,3.032876712328767,True,False
1128479033220002964,Spacious family friendly home,13527982,Inner Richmond,Entire home/apt,440.0,30,0,269,3.0,1.5,,6,0.0,2014-03-25,146.66666666666666,293.3333333333333,73.33333333333333,11.2986301369863,True,False
1129984019874568407,New Renovated 2BR in the Mission,3119013,Mission,Entire home/apt,223.0,21,11,299,2.0,1.0,5.0,3,0.78,2012-07-31,111.5,223.0,74.33333333333333,12.947945205479453,True,False
1130604097691664342,Sunny and cozy spacious room,156102468,Outer Mission,Private room,69.0,2,4,269,1.0,1.0,5.0,1,0.31,2017-10-24,69.0,69.0,69.0,7.712328767123288,True,False
1130724542234160562,The Crown Jewel Suite 3,986510,Russian Hill,Private room,167.0,1,25,209,1.0,2.5,5.0,1,1.85,2011-08-18,167.0,66.8,167.0,13.901369863013699,True,False
1131156806833505548,The Crown Jewel Suite 2,986510,Russian Hill,Private room,179.0,1,33,220,1.0,2.0,4.94,2,2.65,2011-08-18,179.0,89.5,89.5,13.901369863013699,True,False
1131393961109681229,Beautiful 5 bedroom SF house. Close to everything,210210810,Haight Ashbury,Entire home/apt,435.0,1,51,162,5.0,2.5,4.86,12,3.93,2018-08-17,87.0,174.0,36.25,6.898630136986301,True,False
1132748656149139882,Casa Pinudo Entire Home,35168393,Pacific Heights,Entire home/apt,706.0,30,1,261,6.0,2.0,5.0,12,0.12,2015-06-06,117.66666666666667,353.0,58.833333333333336,10.098630136986301,True,True
1132782924419988964,Sophisticated Stay | Cable Cars Tours. Gym,568078521,Financial District,Private room,259.0,1,105,159,1.0,1.0,4.88,3,7.46,2024-03-20,259.0,259.0,86.33333333333333,1.3041095890410959,False,False
1132784457418446439,Urban Retreat | Twin Peaks. Restaurant,568078521,Financial District,Private room,256.0,1,49,135,1.0,1.0,4.9,4,3.48,2024-03-20,256.0,256.0,64.0,1.3041095890410959,False,False
1133090559451954266,Modern SF Home | Portola | 2B 2BA Kit & LR,541165414,Excelsior,Entire home/apt,235.0,30,0,301,2.0,2.0,,2,0.0,2023-10-09,117.5,117.5,117.5,1.7506849315068493,False,False
1133399341737500640,Birds of Paradise,3473613,Excelsior,Private room,62.0,2,12,321,1.0,1.0,5.0,2,1.98,2012-09-04,62.0,62.0,31.0,12.852054794520548,True,False
1133404090161914795,2 Story Victorian house in Pacific Heights,863351,Western Addition,Entire home/apt,675.0,4,3,255,4.0,3.0,4.33,5,0.28,2011-07-25,168.75,225.0,135.0,13.967123287671233,True,True
1133553237995521150,"WorldMark San Francisco, 1 BR Hotel",500310358,Downtown/Civic Center,Entire home/apt,193.0,1,2,56,1.0,1.0,5.0,4,0.18,2023-02-09,193.0,193.0,48.25,2.4136986301369863,False,False
1133577709033350621,Outer Sunset Private Studio * A/C * W/D * Patio,97159379,Outer Sunset,Entire home/apt,116.0,1,22,157,0.0,1.0,4.55,4,1.63,2016-09-28,inf,116.0,29.0,8.783561643835617,True,False
1133657677090684540,New 2bd near Oracle Park: Bay Waterfront,531690200,South of Market,Entire home/apt,517.0,3,3,134,2.0,1.0,5.0,3,0.33,2023-08-13,258.5,517.0,172.33333333333334,1.906849315068493,False,True
1134040664951538459,Private GG Park Studio for Working Professionals,6067096,Outer Sunset,Entire home/apt,110.0,30,1,147,1.0,1.0,5.0,2,0.14,2013-04-23,110.0,110.0,55.0,12.219178082191782,True,False
1134874131552002854,"Safe neighborhood, parking, magical views",5503776,Castro/Upper Market,Entire home/apt,422.0,2,62,218,3.0,2.0,4.98,8,4.37,2013-03-17,140.66666666666666,211.0,52.75,12.32054794520548,True,False
1135082675285618984,Luxurious Tranquil Retreat near Golden Gate Park,566096157,Outer Richmond,Entire home/apt,337.0,1,88,98,4.0,2.0,4.95,6,6.24,2024-03-08,84.25,168.5,56.166666666666664,1.336986301369863,False,False
1135151385010602011,"Deluxe Queen Room, Private Bathroom,Union Square",101735432,Downtown/Civic Center,Private room,77.0,1,13,349,1.0,1.0,4.0,2,0.92,2016-10-29,77.0,77.0,38.5,8.698630136986301,True,False
1135842697058064212,"Charming, Light Filled Suite!",136476042,West of Twin Peaks,Entire home/apt,158.0,1,84,50,1.0,1.0,4.94,3,6.28,2017-06-22,158.0,158.0,52.666666666666664,8.052054794520547,True,False
1135869544340985278,"Living Room With 2 BedRoom Suite,Hotel,FreeParking",516764316,South of Market,Private room,190.0,1,37,345,2.0,1.0,4.22,4,2.79,2023-05-27,95.0,190.0,47.5,2.1205479452054794,False,False
1136292885970008119,Spacious Hayes Valley Apartment,9632192,Western Addition,Entire home/apt,110.0,30,0,188,1.0,1.0,,2,0.0,2013-10-25,110.0,110.0,55.0,11.712328767123287,True,False
1136949224983859638,Cute and Bright,156102468,Outer Mission,Private room,59.0,2,9,254,1.0,1.0,5.0,1,0.7,2017-10-24,59.0,59.0,59.0,7.712328767123288,True,False
1137291958406915363,Urban Luxury Comfort Living,21735414,Nob Hill,Entire home/apt,200.0,30,5,255,2.0,2.0,5.0,3,0.42,2014-09-24,100.0,100.0,66.66666666666667,10.797260273972602,True,False
1137343964701251835,New! Airy Noe & Mission Retreat!,2318452,Bernal Heights,Entire home/apt,227.0,30,63,128,2.0,1.0,4.9,4,4.62,2012-05-08,113.5,227.0,56.75,13.178082191780822,True,False
1137360744120066552,1 bedroom loft in San Francisco,403940407,South of Market,Entire home/apt,700.0,2,8,195,1.0,1.5,4.88,3,0.6,2021-05-28,700.0,466.6666666666667,233.33333333333334,4.117808219178082,True,True
1137760989447910662,Cozy Downtown Studio w/Private Patio,365620495,Downtown/Civic Center,Entire home/apt,90.0,30,9,294,0.0,1.0,4.33,2,0.73,2020-09-02,inf,90.0,45.0,4.852054794520548,True,False
1138654221311862653,Great Hayes Valley Studio (#6),3977854,Western Addition,Entire home/apt,120.0,30,8,326,0.0,1.0,4.88,2,0.61,2012-10-25,inf,120.0,60.0,12.712328767123287,True,False
1140507234098134457,Queen Room Near The Contemporary Jewish Museum SAN,446820235,Financial District,Entire home/apt,686.0,1,1,363,1.0,1.0,5.0,2,0.48,2022-02-25,686.0,686.0,343.0,3.3698630136986303,True,True
1140508302588209775,Standard Queen Room Near Golden Auto Transport SAN,446820235,Chinatown,Entire home/apt,310.0,1,3,358,1.0,1.0,4.67,2,0.26,2022-02-25,310.0,310.0,155.0,3.3698630136986303,True,False
1140613571597099509,Rooms with Kitchenettes in SOMA,351395739,South of Market,Private room,44.0,30,2,192,1.0,2.0,4.5,1,0.17,2020-06-22,44.0,22.0,44.0,5.049315068493151,True,False
1140669689199613484,California Spirit | Cable Cars | Chinatown,567040150,North Beach,Private room,129.0,1,82,192,1.0,1.0,4.71,2,6.01,2024-03-14,129.0,129.0,64.5,1.3205479452054794,False,False
1140670890287252977,California Adventure | North Beach | Outdoor Pool,567040150,North Beach,Private room,136.0,1,89,180,1.0,1.0,4.54,4,6.51,2024-03-14,136.0,136.0,34.0,1.3205479452054794,False,False
1140672153900629308,California Vibes | Waterfront Fun | Outdoor Pool,567040150,North Beach,Private room,146.0,1,5,193,1.0,1.0,4.6,2,0.41,2024-03-14,146.0,146.0,73.0,1.3205479452054794,False,False
1140673386093965690,Warm Journey | Waterfront Fun | Outdoor Pool,567040150,Russian Hill,Private room,152.0,1,16,160,1.0,1.0,4.56,4,1.23,2024-03-14,152.0,152.0,38.0,1.3205479452054794,False,False
1140677950626955942,Relaxed Vibes | Alcatraz | Picnic,567040150,North Beach,Private room,146.0,1,16,194,1.0,1.0,4.75,2,1.2,2024-03-14,146.0,146.0,73.0,1.3205479452054794,False,False
1140679496996514344,City By The Bay | Picnic | Outdoor Pool,567040150,Russian Hill,Private room,237.0,1,1,168,1.0,1.0,5.0,2,0.07,2024-03-14,237.0,237.0,118.5,1.3205479452054794,False,False
1140729237191540280,Suite Luxury | Museums. Restaurant,566895267,Nob Hill,Private room,284.0,1,0,283,1.0,1.0,,3,0.0,2024-03-13,284.0,284.0,94.66666666666667,1.3232876712328767,False,False
1140798460603947665,Silver Wood Condo w/bathroom and full kitchen,442698855,Nob Hill,Entire home/apt,269.0,1,8,125,1.0,1.0,5.0,2,0.77,2022-01-29,269.0,269.0,134.5,3.4438356164383563,True,False
1141057989425352838,King Room Near Hyatt Coffee Bar SAN,446820235,Downtown/Civic Center,Entire home/apt,591.0,1,1,363,1.0,1.0,5.0,2,0.57,2022-02-25,591.0,591.0,295.5,3.3698630136986303,True,True
1141064235298976733,King Room Near Yerba Buena Gardens SAN,446820235,South of Market,Entire home/apt,332.0,1,1,363,1.0,1.0,4.0,2,0.1,2022-02-25,332.0,332.0,166.0,3.3698630136986303,True,False
1141068685583253802,King Room Near Swatch Powell Street SAN,446820235,Downtown/Civic Center,Entire home/apt,285.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,285.0,285.0,142.5,3.3698630136986303,True,False
1141072818405991168,Deluxe King Room Near Geary Wine And Spirits SAN,446820235,Downtown/Civic Center,Entire home/apt,291.0,1,1,363,1.0,1.0,5.0,2,0.33,2022-02-25,291.0,291.0,145.5,3.3698630136986303,True,False
1141284626297726620,Building boasts 100-yr-old façade & arched windows,559886181,Downtown/Civic Center,Private room,89.0,1,213,36,1.0,1.0,4.47,2,15.32,2024-02-01,89.0,89.0,44.5,1.4356164383561645,False,False
1141437052944897297,Monthly Private Room near downtown2-Shared Bath,6683937,South of Market,Private room,65.0,30,0,265,1.0,4.0,,1,0.0,2013-06-01,65.0,16.25,65.0,12.112328767123287,True,False
1141733077012152917,Deluxe Queen Room Near Federal Office Building SAN,446820235,Downtown/Civic Center,Entire home/apt,247.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,247.0,247.0,123.5,3.3698630136986303,True,False
1141739296180225672,King Room Near Yerba Buena Gardens SAN,446820235,Financial District,Entire home/apt,554.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,554.0,554.0,277.0,3.3698630136986303,True,True
1141744273298188199,King Room Near Yerba Buena Gardens SAN,446820235,Financial District,Entire home/apt,554.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,554.0,554.0,277.0,3.3698630136986303,True,True
1141753394203429693,Queen Room Near Martin Lawrence Galleries SAN,446820235,Downtown/Civic Center,Entire home/apt,295.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,295.0,295.0,147.5,3.3698630136986303,True,False
1142060904526960940,*Private bedroom in Downtown SF*,545638915,Nob Hill,Private room,65.0,1,77,55,1.0,1.0,4.75,2,5.58,2023-11-08,65.0,65.0,32.5,1.6684931506849314,False,False
1142064320690317377,Newly Renovated Bedroom by Beach,23527502,Outer Sunset,Private room,87.0,30,1,340,1.0,1.0,5.0,1,0.1,2014-11-09,87.0,87.0,87.0,10.67123287671233,True,False
1142066368546563515,Superior King Room Near The Olympic Club SAN,446820235,Downtown/Civic Center,Entire home/apt,313.0,1,2,363,1.0,1.0,5.0,2,0.25,2022-02-25,313.0,313.0,156.5,3.3698630136986303,True,False
1142068895540466743,Superior King Room Near Yerba Buena Gardens SAN,446820235,Downtown/Civic Center,Entire home/apt,298.0,1,3,363,1.0,1.0,5.0,2,0.27,2022-02-25,298.0,298.0,149.0,3.3698630136986303,True,False
1142090691910211352,Queen Room Near Asian Art Museum SAN,446820235,Downtown/Civic Center,Entire home/apt,180.0,1,3,363,1.0,1.0,4.0,2,0.66,2022-02-25,180.0,180.0,90.0,3.3698630136986303,True,False
1142958986325196748,Green Room · Victorian Home · Mission/Castro/Noe,46107941,Mission,Private room,81.0,3,13,83,1.0,1.5,4.85,2,1.49,2015-10-08,81.0,54.0,40.5,9.758904109589041,True,False
1143417346062970157,Guest Room Near American Conservatory Theater SAN,446820235,Downtown/Civic Center,Entire home/apt,630.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,630.0,630.0,315.0,3.3698630136986303,True,True
1143417900890034650,King Room Near Academy Of Art University SAN,446820235,Downtown/Civic Center,Entire home/apt,329.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,329.0,329.0,164.5,3.3698630136986303,True,False
1143418442687783038,Deluxe Queen Room Near Glide Memorial Church SAN,446820235,Downtown/Civic Center,Entire home/apt,207.0,1,1,363,1.0,1.0,5.0,2,0.14,2022-02-25,207.0,207.0,103.5,3.3698630136986303,True,False
1143418981002976139,King Room Near Apple Union Square SAN,446820235,Downtown/Civic Center,Entire home/apt,235.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,235.0,235.0,117.5,3.3698630136986303,True,False
1143574976127303501,Bright room in penthouse apartment,205745,Marina,Private room,75.0,30,1,271,1.0,1.0,5.0,1,0.1,2010-08-18,75.0,75.0,75.0,14.901369863013699,True,False
1143694823578395720,Skyline View | Museums. Restaurant,566895267,Chinatown,Private room,247.0,1,1,338,1.0,1.0,5.0,2,0.08,2024-03-13,247.0,247.0,123.5,1.3232876712328767,False,False
1143859390340759947,King Room Near Powell Street SAN,446820235,Downtown/Civic Center,Entire home/apt,402.0,1,0,359,1.0,1.0,,2,0.0,2022-02-25,402.0,402.0,201.0,3.3698630136986303,True,False
1143915268431414283,King Guest Room Near LinkedIn SAN,446820235,Financial District,Entire home/apt,549.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,549.0,549.0,274.5,3.3698630136986303,True,True
1143917796646354706,Deluxe King Room Near HPM Parking SAN,446820235,Downtown/Civic Center,Entire home/apt,384.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,384.0,384.0,192.0,3.3698630136986303,True,False
1143918419419414196,Deluxe King Room Near Joseph Conrad Mini Park SAN,446820235,North Beach,Entire home/apt,442.0,1,2,363,1.0,1.0,5.0,2,0.26,2022-02-25,442.0,442.0,221.0,3.3698630136986303,True,False
1143919288844859087,King Room Near  Sequoia Living SAN,446820235,Western Addition,Entire home/apt,678.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,678.0,678.0,339.0,3.3698630136986303,True,True
1143920492851572241,Standard King Room Near Fisherman Wharf SAN,446820235,North Beach,Entire home/apt,310.0,1,2,363,1.0,1.0,5.0,2,0.24,2022-02-25,310.0,310.0,155.0,3.3698630136986303,True,False
1143921311335549210,King Room Near Barry's Marina SAN,446820235,Marina,Entire home/apt,356.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,356.0,356.0,178.0,3.3698630136986303,True,False
1143922907305673818,King Room Near Academy of Art University SAN,446820235,Downtown/Civic Center,Entire home/apt,440.0,1,0,363,1.0,1.0,,2,0.0,2022-02-25,440.0,440.0,220.0,3.3698630136986303,True,False
1143925003632138971,Deluxe King Room Near China Basin Park SAN,446820235,South of Market,Entire home/apt,504.0,1,0,362,1.0,1.0,,2,0.0,2022-02-25,504.0,504.0,252.0,3.3698630136986303,True,True
